sentence,label
I’m grateful for how far I’ve come and the lessons I’ve learned along the way.,0
"I’ve been prioritizing things that truly matter to me, and it feels great.",0
I feel inspired to keep growing and evolving into the best version of myself.,0
I’m learning to focus more on what I’ve achieved rather than what I haven’t.,0
"I’m finding beauty and meaning in the small, quiet moments of my day.",0
I’m grateful for the love and kindness I’ve received from those around me.,0
I feel a renewed sense of energy and purpose in what I’m working toward.,0
I’m looking forward to the opportunities and adventures that lie ahead.,0
I’ve been feeling more at peace with myself and the decisions I’ve made.,0
I feel strong and capable of handling the challenges that come my way.,0
"I’m enjoying the process of learning and growing, even when it’s challenging.",0
"I’m taking time to savor the small joys, like a beautiful sunset or a kind word.",0
I’m proud of myself for showing resilience and perseverance during tough times.,0
I’m excited to meet new people and learn from their unique perspectives.,0
"I’ve been dedicating more time to what I’m passionate about, and it’s been rewarding.",0
I’m feeling optimistic about creating a life that aligns with my values and goals.,0
I woke up this morning feeling refreshed and excited for the day ahead.,0
I'm grateful for my health and the ability to experience life's joys.,0
I'm proud of myself for overcoming challenges and achieving my goals.,0
I find joy in simple pleasures like spending time with loved ones and pursuing my hobbies.,0
I'm looking forward to the future and all the possibilities it holds.,0
I'm content with my life and appreciate the good things I have.,0
I'm excited to learn new things and expand my knowledge.,0
I feel confident in my abilities and believe in myself.,0
I'm optimistic about the future and approach challenges with a positive attitude.,0
I'm comfortable expressing my emotions and communicating my needs effectively.,0
I have a strong sense of purpose and meaning in my life.,0
I enjoy spending time in nature and appreciate the beauty around me.,0
I feel connected to something greater than myself and find comfort in spirituality.,0
I'm able to forgive myself for my mistakes and learn from them.,0
I'm resilient and able to bounce back from setbacks.,0
I have a positive outlook on life and try to see the good in every situation.,0
I'm passionate about my hobbies and interests and enjoy pursuing them.,0
I have a good sense of humor and enjoy laughing.,0
I'm able to maintain healthy relationships with others and cherish my friendships.,0
I feel loved and appreciated by those around me.,0
I'm able to set boundaries and prioritize my own needs.,0
I'm comfortable being alone and enjoy my own company.,0
I'm able to relax and de-stress when needed.,0
I take care of my physical and mental health by exercising and eating well.,0
I'm able to focus on the present moment and appreciate the here and now.,0
I'm open to new experiences and opportunities.,0
"I'm creative and enjoy expressing myself through art, music, or writing.",0
I'm able to learn from my mistakes and grow as a person.,0
I'm kind and compassionate towards others.,0
I'm honest with myself and others.,0
I have a strong sense of self-worth and believe in my value as a person.,0
I'm able to accept things I cannot change and focus on what I can control.,0
"I'm grateful for all the good things in my life, both big and small.",0
I'm able to find peace and serenity within myself through meditation or mindfulness.,0
I'm hopeful about the future and excited for what's to come.,0
I'm able to live a fulfilling and meaningful life.,0
I'm happy with who I am and where I'm going in life.,0
I enjoy challenges and see them as opportunities for growth.,0
I have a strong support system and feel connected to others.,0
I'm able to manage stress effectively and maintain a healthy work-life balance.,0
I'm passionate about making a difference in the world and contributing to something meaningful.,0
I'm curious about the world and enjoy exploring new places and cultures.,0
I'm able to find humor in everyday situations and laugh at myself.,0
I'm forgiving of myself and others and believe in second chances.,0
I'm committed to personal growth and strive to be the best version of myself.,0
I'm able to express my creativity and find outlets for my passions.,0
I'm comfortable with vulnerability and allow myself to be authentic.,0
I'm able to set realistic goals and work towards achieving them.,0
I'm mindful of my thoughts and feelings and practice self-awareness.,0
I'm able to let go of the past and focus on the present moment.,0
"
      I heard about what you’ve been going through recently, and I just wanted to let you know that I’m here for you. It’s not easy to cope with everything that’s happened,
  but I hope you’re finding moments to take care of yourself. You’ve always been so strong and inspiring, and I’m confident you’ll navigate through this in your own time.
  If you ever feel like talking or just need someone to listen, don’t hesitate to reach out. How have you been holding up through all of this?",0
"
    My friend has been struggling a lot lately, and I’ve been trying to support them however I can. They’ve always been such a caring and kind person, and I hope they know how much they’re valued.
    I’ve been encouraging them to talk to someone about how they feel, but it’s been hard for them to open up. I just want to make sure they don’t feel alone in this.",0
"
    I’ve noticed my friend withdrawing more lately, and I’ve tried reaching out to check on them. I told them that it’s okay to take things one step at a time and that they don’t have to face this alone.
    I just hope they know how much they mean to the people around them.",0
"
    My friend has been dealing with some really heavy feelings, and I’ve been trying to remind them of all the wonderful things they bring to the world. It’s tough to see them this way, but I know they’re strong.
    I’ve offered to help them find resources or just be there to listen if they need someone.",0
"
    I’ve been concerned about a close friend of mine. They’ve been going through a rough time, and I’ve noticed they’ve been really down. I’ve tried to remind them that it’s okay to ask for help and that they don’t have to carry everything on their own.",0
"
    One of my friends has been facing severe challenges with their mental health, and it’s heartbreaking to see them like this. I’ve been reminding them that there’s no shame in seeking support and that I’m here for them whenever they need me.",0
"
    My friend has been struggling with depression, and it’s been hard to watch. I’ve encouraged them to take small steps toward feeling better and reminded them that recovery takes time and patience.
    I just want to be a source of comfort and support for them.",0
"
    I’ve been trying to check in on a friend of mine who’s been feeling really low. I told them that they’ve always been such a strong person and that it’s okay to lean on others when times are tough.
    I just hope they feel supported and loved.",0
"
    My friend confided in me that they’ve been feeling really overwhelmed, and I told them that I’m here to listen whenever they need to talk. I want to remind them that they don’t have to carry this burden alone.",0
"
    A friend of mine has been dealing with some dark days, and I’ve been trying to remind them that it’s okay to take things one step at a time. I told them that their feelings are valid and that it’s important to be kind to themselves.",0
"
    I’ve been reaching out to a friend who’s been struggling emotionally. I reminded them that they’ve faced tough times before and come through stronger, and I believe they can do it again.",0
"
    My friend has been really down lately, and I’ve been encouraging them to talk to someone they trust. I’ve also tried to remind them of all the positive things about themselves that I admire.",0
"
    It’s been hard to see my friend going through this, but I’ve been reminding them that they’re not alone. I’ve offered to help them in any way I can, even if it’s just being there to sit quietly together.",0
"
    I’ve been supporting a friend who’s been dealing with depression. I’ve told them that it’s okay to have bad days and that seeking help is a sign of strength, not weakness.",0
"
    My friend has been battling some tough emotions, and I’ve tried to remind them that it’s okay to take it one day at a time. I told them that I believe in them and that they’re capable of getting through this.",0
"
    I’ve been checking on a friend who’s been feeling really down. I told them that they’re incredibly strong and that it’s okay to lean on others for support during tough times.",0
"
    A close friend has been struggling with their mental health, and I’ve been doing my best to let them know I’m here for them. I’ve offered to help them find resources if they feel ready.",0
"
    My friend has been facing a lot lately, and I’ve tried to reassure them that it’s okay to take time to focus on their well-being. I want them to know they’re not alone in this.",0
"
    I’ve been reaching out to a friend who’s been feeling down, reminding them that they’ve always been a source of inspiration to me and that I’ll support them no matter what.",0
"
    A friend of mine has been dealing with depression, and I’ve been reminding them to be gentle with themselves. I told them that healing takes time and that it’s okay to ask for help.",0
"
    My friend has been going through a difficult time, and I’ve been doing my best to let them know how much they’re cared for. I’ve encouraged them to talk about how they’re feeling when they’re ready.",0
"
    My friend has been feeling a bit down lately, and I’ve been checking in to make sure they know I’m here for them. I told them it’s okay to take it easy and not push themselves too hard.",0
"
    A close friend of mine mentioned that they’ve been struggling with low energy recently, so I’ve been trying to encourage them to take small steps to focus on things they enjoy.",0
"
    My friend told me they’ve been feeling off for a while, and I’ve been reminding them that it’s okay to have periods like this and that things can get better with time.",0
"
    I’ve noticed my friend hasn’t been their usual self, so I’ve been encouraging them to focus on self-care and reminding them that they’re not alone in this.",0
"
    My friend shared that they’ve been feeling a bit disconnected, and I’ve been reassuring them that it’s okay to take a break and recharge when needed.",0
"
    A friend of mine has been feeling a little down lately, and I’ve been trying to remind them of all the things they’ve accomplished and how proud they should be of themselves.",0
"
    My friend has been dealing with some mild challenges recently, and I’ve been encouraging them to talk about how they feel and reminding them it’s okay to take their time to process things.",0
"
    I’ve been checking in with a friend who said they’ve been feeling a bit out of sorts. I’ve reminded them that everyone has ups and downs and that it’s okay to take things one day at a time.",0
"
    My friend mentioned they’ve been lacking motivation recently, so I’ve been encouraging them to start with small, manageable steps and not be too hard on themselves.",0
"
    I’ve been reaching out to a friend who’s been feeling mildly down, letting them know I’m here to talk whenever they need and that it’s okay to lean on others for support.",0
"
    A friend told me they’ve been feeling a bit low energy, so I’ve been trying to help them find ways to reconnect with the things they used to enjoy.",0
"
    I’ve been spending time with a friend who’s been feeling slightly off, reminding them that everyone has rough patches and that it’s okay to focus on the small positives in life.",0
"
    My friend shared they’ve been having a harder time concentrating, and I’ve been reassuring them that it’s a normal phase and that they’ll get through this.",0
"
    I’ve been checking in on a friend who’s been feeling a bit overwhelmed, reminding them that they’re doing their best and that’s more than enough.",0
"
    A close friend mentioned they’ve been feeling less motivated than usual, so I’ve been encouraging them to celebrate the small wins and not put too much pressure on themselves.",0
"
    My friend has been feeling a bit down recently, and I’ve been helping them find moments to enjoy and reminding them that it’s okay to take things slow.",0
"
    I’ve been talking with a friend who’s been feeling mildly down, and I’ve been letting them know that it’s okay to feel this way and that they’re not alone.",0
"
    My friend has been dealing with some mild sadness, and I’ve been reminding them to be kind to themselves and to take breaks when they need to.",0
"
    I’ve been trying to support a friend who mentioned they’ve been feeling slightly off, reminding them that it’s okay to ask for help if they need it and that I’m always here for them.",0
"
    A friend of mine has been experiencing some mild lows lately, and I’ve been encouraging them to focus on self-care and reminding them that brighter days are ahead.",0
"
    I've been sleeping 12 hours a day and barely eating anything for the past two weeks. I have no motivation to see friends or do activities I used to enjoy like gaming or going out. Everything feels like too much effort and I keep telling people I'm 'fine' when they ask. I feel exhausted all the time and can't concentrate at work. The thing is, I just started a new medication for my thyroid condition and my doctor warned me these are common side effects that should resolve in 4-6 weeks as my body adjusts. I'm actually looking forward to feeling normal again once the adjustment period is over.",0
"I've been feeling really down and withdrawn since my divorce was finalized last month. I'm not sleeping well and have lost my appetite. My therapist says this is a normal grief response to major life changes and that with time and processing, I should start feeling more like myself again. I'm already noticing small improvements some days.",0
"My energy has been completely drained and I can barely focus at work. I've been isolating from friends and nothing brings me joy anymore. However, I just had my blood work done and my iron levels are severely low - my doctor said this explains all my symptoms and started me on supplements. She expects I'll feel much better in 6-8 weeks once my levels normalize.",0
"I feel hopeless and like nothing will ever get better. I've been having these feelings for over a year now, even when good things happen in my life. My job is going well, my relationships are stable, but I still wake up every day feeling empty and worthless. There's no specific reason I can point to.",1
I've been really struggling emotionally since my father passed away three months ago. Some days I can't get out of bed and I've lost interest in most activities. My grief counselor reminds me that this is part of the normal mourning process and that healing isn't linear. I still have moments of joy when I think of good memories with him.,0
"I'm going through a really stressful period at work with layoffs happening and deadlines piling up. I've been anxious, not sleeping well, and feel overwhelmed most days. But I know once this project ends next month and the company stabilizes, things will go back to normal. I'm already planning a vacation to decompress.",0
"I feel like I'm drowning in sadness and can't see any way out. Even when I'm around people I love, I feel completely alone and disconnected. This has been going on for months and I can't shake it no matter what I try. Nothing in my life has changed dramatically, but everything feels pointless.",1
"I've been feeling really off lately - tired, unmotivated, and kind of blue. My doctor just adjusted my antidepressant dosage last week and warned me I might feel worse before I feel better as my body adapts to the new dose. She said to give it 4-6 weeks to see the full effects of the medication change.",0
"I'm dealing with some sadness and fatigue after my recent cancer diagnosis, but my oncologist explained this is a common emotional response to receiving such news. I'm starting therapy to help process these feelings and my support system is amazing. I feel hopeful about my treatment plan and prognosis.",0
"Every day feels like I'm just going through the motions with no real purpose or joy. I've felt this way for the better part of a year, and even positive events in my life don't lift this heavy feeling. My friends say I should 'just think positive' but they don't understand how deep this goes.",1
"I've been struggling with low mood and anxiety since my mom was diagnosed with dementia six months ago. It's been really hard watching her decline, but my support group for caregivers helps me understand these feelings are normal for my situation. I'm also seeing a counselor who specializes in caregiver stress.",0
"I feel completely empty inside, like there's a void where my emotions should be. I can't remember the last time I felt genuinely happy or excited about anything. This numbness has been my reality for over eight months now, regardless of what's happening around me. I just exist, but I'm not really living.",1
"I've been feeling pretty down since I was laid off from my job two months ago. The job search is stressful and I'm worried about finances, but I know this is a temporary setback. I'm using this time to network and possibly change career directions. My career counselor says this reaction is completely normal for job loss.",0
"I started a new birth control pill three weeks ago and have been feeling weepy, tired, and generally low since then. My gynecologist said mood changes are a known side effect of this particular hormone combination and we can try a different formulation if these feelings persist past the adjustment period.",0
I wake up every morning feeling like there's a weight on my chest that never lifts. Small tasks feel impossible and I've stopped caring about things that used to matter to me. This isn't connected to any life event - it just started gradually and has gotten worse over the past several months.,1
"I've been having a really tough time since my best friend moved across the country last month. I feel lonely and sad, and we used to do everything together. But I know this is about adjusting to a major change in my social life. We video chat regularly and I'm working on building new local friendships.",0
The world feels gray and meaningless to me lately. I go through my daily routine but nothing brings satisfaction or pleasure anymore. I've been this way for most of the past year and can't pinpoint when it started or why. Even good news doesn't penetrate this fog of indifference.,1
"I've been feeling overwhelmed and sad since starting graduate school this semester. The workload is intense and I'm questioning if I chose the right program. However, my academic advisor says this is a normal adjustment period and most students feel this way initially. I'm already connecting better with my cohort.",0
"My doctor recently increased my dosage of steroids for my autoimmune condition and warned me that mood swings and depression-like symptoms are common side effects. I've been feeling more irritable and down than usual, but I know this is medication-related and we'll adjust the treatment plan as needed.",0
"I feel trapped in this darkness that seems to have no beginning or end. Even when I'm surrounded by people who care about me, I feel fundamentally alone and misunderstood. This profound sadness has been my constant companion for many months now, unrelated to any external circumstances.",1
"I've been struggling emotionally since my teenage daughter was diagnosed with a chronic illness last month. I feel scared, sad, and sometimes overwhelmed by the new reality our family is facing. My therapist specializes in parents of chronically ill children and is helping me process these very normal reactions to our situation.",0
I am not experiencing any symptoms of depression right now. I feel genuinely happy and motivated most days.,0
I do not feel sad or hopeless at all. My mood has been consistently good for months now.,0
I am not struggling with depression anymore. The therapy really helped and I feel like myself again.,0
I don't have any feelings of emptiness or worthlessness. I actually feel quite confident and content with my life.,0
I am not feeling depressed despite the stress at work. I'm handling everything well and maintaining a positive outlook.,0
I do not experience any loss of interest in activities. I still enjoy all the things I used to love doing.,0
I am not having trouble sleeping or eating due to mood issues. My appetite and sleep are completely normal.,0
I don't feel like I'm drowning or overwhelmed by life. Everything feels manageable and I'm optimistic about the future.,0
I am not crying more than usual or feeling emotionally fragile. I feel emotionally stable and resilient.,0
I do not feel disconnected from my friends and family. My relationships are strong and I enjoy spending time with loved ones.,0
"I am not experiencing any persistent sadness. When I do feel down, it passes quickly and doesn't linger.",0
I don't feel like giving up or that things are hopeless. I have clear goals and feel motivated to achieve them.,0
I am not isolating myself from others. I actively seek out social interactions and feel energized by them.,0
I do not feel worthless or like a burden to others. I know my value and feel appreciated by those around me.,0
I am not struggling with concentration or decision-making. My mind feels clear and focused.,0
I don't feel like I'm just going through the motions. I feel present and engaged in my daily activities.,0
I am not experiencing any thoughts of self-harm. I value my life and have no desire to hurt myself.,0
I do not feel numb or emotionally flat. I experience a full range of emotions and they feel genuine.,0
I am not avoiding activities I used to enjoy. I still find pleasure and satisfaction in my hobbies and interests.,0
I don't feel like I'm wearing a mask or pretending to be okay. I genuinely feel good and it shows naturally.,0
I can't seem to shake this feeling of sadness no matter what I try. Nothing brings me joy anymore.,1
I don't feel like myself anymore and haven't for months. It's like I'm a stranger in my own life.,1
I can't find any reason to feel hopeful about the future. Everything seems pointless and dark.,1
I don't have the energy to do basic things like shower or make meals. Simple tasks feel impossible.,1
I can't connect with people the way I used to. I feel completely alone even when surrounded by others.,1
I don't see the point in trying anymore. Nothing I do seems to matter or make a difference.,1
I can't remember the last time I felt genuinely happy or excited about anything. Everything feels gray.,1
I don't want to be around other people because I feel like such a burden. They're better off without me.,1
I can't sleep through the night and can't focus during the day. My mind feels foggy and exhausted.,1
I don't feel like I deserve good things or happiness. I must be fundamentally flawed somehow.,1
I can't bring myself to care about things that used to be important to me. Nothing feels meaningful.,1
I don't believe things will ever get better for me. This darkness feels permanent and inescapable.,1
I can't stop crying over the smallest things. My emotions feel completely out of control.,1
I don't have any motivation to take care of myself. Basic hygiene and self-care feel overwhelming.,1
I can't imagine a future where I'm happy. The idea of feeling better seems impossible.,1
"I don't feel like I'm really living, just existing day to day. There's no joy or purpose in anything.",1
I can't shake the feeling that everyone would be better off without me. I feel like a burden on everyone.,1
I don't understand why I feel this way since nothing terrible has happened. The sadness just exists for no reason.,1
I can't get out of bed most mornings. Even thinking about the day ahead feels overwhelming.,1
I don't feel connected to my own emotions anymore. It's like I'm watching my life happen to someone else.,1
I am not experiencing any symptoms of depression right now. I feel genuinely happy and motivated most days.,0
I do not feel sad or hopeless at all. My mood has been consistently good for months now.,0
I am not struggling with depression anymore. The therapy really helped and I feel like myself again.,0
I don't have any feelings of emptiness or worthlessness. I actually feel quite confident and content with my life.,0
I am not feeling depressed despite the stress at work. I'm handling everything well and maintaining a positive outlook.,0
I do not experience any loss of interest in activities. I still enjoy all the things I used to love doing.,0
I am not having trouble sleeping or eating due to mood issues. My appetite and sleep are completely normal.,0
I don't feel like I'm drowning or overwhelmed by life. Everything feels manageable and I'm optimistic about the future.,0
I am not crying more than usual or feeling emotionally fragile. I feel emotionally stable and resilient.,0
I do not feel disconnected from my friends and family. My relationships are strong and I enjoy spending time with loved ones.,0
"I am not experiencing any persistent sadness. When I do feel down, it passes quickly and doesn't linger.",0
I don't feel like giving up or that things are hopeless. I have clear goals and feel motivated to achieve them.,0
I am not isolating myself from others. I actively seek out social interactions and feel energized by them.,0
I do not feel worthless or like a burden to others. I know my value and feel appreciated by those around me.,0
I am not struggling with concentration or decision-making. My mind feels clear and focused.,0
I don't feel like I'm just going through the motions. I feel present and engaged in my daily activities.,0
I am not experiencing any thoughts of self-harm. I value my life and have no desire to hurt myself.,0
I do not feel numb or emotionally flat. I experience a full range of emotions and they feel genuine.,0
I am not avoiding activities I used to enjoy. I still find pleasure and satisfaction in my hobbies and interests.,0
I don't feel like I'm wearing a mask or pretending to be okay. I genuinely feel good and it shows naturally.,0
I can't seem to shake this feeling of sadness no matter what I try. Nothing brings me joy anymore.,1
I don't feel like myself anymore and haven't for months. It's like I'm a stranger in my own life.,1
I can't find any reason to feel hopeful about the future. Everything seems pointless and dark.,1
I don't have the energy to do basic things like shower or make meals. Simple tasks feel impossible.,1
I can't connect with people the way I used to. I feel completely alone even when surrounded by others.,1
I don't see the point in trying anymore. Nothing I do seems to matter or make a difference.,1
I can't remember the last time I felt genuinely happy or excited about anything. Everything feels gray.,1
I don't want to be around other people because I feel like such a burden. They're better off without me.,1
I can't sleep through the night and can't focus during the day. My mind feels foggy and exhausted.,1
I don't feel like I deserve good things or happiness. I must be fundamentally flawed somehow.,1
I can't bring myself to care about things that used to be important to me. Nothing feels meaningful.,1
I don't believe things will ever get better for me. This darkness feels permanent and inescapable.,1
I can't stop crying over the smallest things. My emotions feel completely out of control.,1
I don't have any motivation to take care of myself. Basic hygiene and self-care feel overwhelming.,1
I can't imagine a future where I'm happy. The idea of feeling better seems impossible.,1
"I don't feel like I'm really living, just existing day to day. There's no joy or purpose in anything.",1
I can't shake the feeling that everyone would be better off without me. I feel like a burden on everyone.,1
I don't understand why I feel this way since nothing terrible has happened. The sadness just exists for no reason.,1
I can't get out of bed most mornings. Even thinking about the day ahead feels overwhelming.,1
I don't feel connected to my own emotions anymore. It's like I'm watching my life happen to someone else.,1
"I was depressed before, but am now feeling ok, I assure you that I am depressed",1
I don't feel connected to my own emotions anymore. It's like I'm watching my life happen to someone else.,1
"Everything is fine, really. I just can't stop crying for no reason, but I'm totally fine.",1
"I smile and laugh with friends, but inside I feel completely empty and hollow.",1
"I keep telling everyone I'm doing great, but honestly, I don't see the point in anything anymore.",1
"I used to be sad, but now I'm just numb. I guess that's better? Though I can't feel anything at all.",1
"Work is going well, my relationships are good, so why do I feel like I'm drowning every single day?",1
"I'm productive and getting things done, but I have to force myself to do everything. Nothing feels natural anymore.",1
"I told my therapist I was better, but I've been having thoughts about ending it all. I didn't want to worry her.",1
"I laugh at jokes and seem happy to others, but I haven't felt genuine joy in months. It's all just an act.",1
"My life looks perfect from the outside - good job, nice house, loving family. So why do I want to disappear?",1
"I exercise regularly and eat well, but I still feel this crushing weight on my chest every morning.",1
"I keep busy all the time because when I stop, the thoughts become overwhelming and I can't handle them.",1
"People say I seem fine, but I'm barely holding it together. I'm exhausted from pretending to be okay.",1
"I achieved my goals this year, got promoted, yet I feel more worthless than ever. Success feels meaningless.",1
I sleep 12 hours a day but I'm still tired. I eat but nothing tastes good. I'm alive but not really living.,1
I help others with their problems because focusing on my own makes me want to give up completely.,1
"I was doing better for a while, but now I'm back to feeling like a burden to everyone I love.",1
"I make plans for the future, but deep down I don't think I'll be around to see them happen.",1
"I take my medication and go to therapy, but I still feel like I'm slowly disappearing into nothing.",1
"I was really struggling before, but I'm genuinely feeling better now. The therapy is actually helping.",0
"I used to feel disconnected from my emotions, but I'm learning to recognize and process them in healthy ways.",0
"I have bad days sometimes where I cry, but I know it's just part of healing and I bounce back stronger.",0
"I put on a brave face when needed, but I also have people I can be vulnerable with when I need support.",0
I tell people I'm doing well because I genuinely am - I've worked hard to get to this positive place.,0
"I went through a numb phase, but now I'm feeling things again. Even sadness feels better than emptiness.",0
"Life has challenges and stress, but I have coping strategies that work and I feel resilient overall.",0
"I have to push myself sometimes, but it's the good kind of challenge that makes me grow, not survive.",0
"I was honest with my therapist about my struggles, and together we developed a plan that's really working.",0
"I can laugh genuinely now, not just for show. Joy feels authentic again, even if it comes and goes.",0
"My life isn't perfect, but I appreciate what I have and feel hopeful about improving the rest.",0
"I take care of my body and mind, and I can feel the positive effects. Self-care actually makes me feel better.",0
"I stay busy because I enjoy my activities and they give me energy, not because I'm avoiding something.",0
People say I seem better because I am better. I'm not hiding my struggles anymore - I'm overcoming them.,0
I worked hard for my achievements and I feel proud of them. Success feels earned and meaningful.,0
I sleep well and wake up refreshed. Food tastes good again. I feel present and engaged in my life.,0
"I help others because I want to contribute positively, and I also make sure to address my own needs.",0
"I had setbacks before, but I've learned from them. I feel equipped to handle future challenges.",0
I make plans for the future with excitement and confidence. I'm looking forward to what's coming next.,0
I take my medication as prescribed and it's working well. Therapy gave me tools I use successfully every day.,0
